area,habitaciones,banos,garaje,calidad,zona,tipo,anio,precio
186,3,2,0,Mala,Marina Mazatlan,Departamento,2025,13415713
278,6,3,2,Buena,Pradera Dorada,Departamento,1999,6556525
104,3,4,1,Mala,Centro,Casa,2014,4418106
226,3,4,0,Lujo,Zona Dorada,Departamento,1996,17757246
125,2,1,0,Mala,Pradera Dorada,Departamento,1990,2256168
256,4,2,1,Lujo,Marina Mazatlan,Departamento,2007,23866190
88,3,2,2,Buena,Marina Mazatlan,Departamento,1992,6445046
259,4,2,2,Mala,Cerritos,Departamento,1998,7432376
344,4,2,4,Lujo,Cerritos,Casa,2008,15023689
139,2,2,2,Excelente,Zona Dorada,Casa,2019,11615530
136,2,1,1,Buena,Zona Dorada,Departamento,1996,9441240
330,6,4,4,Lujo,Cerritos,Casa,1993,12600275
444,6,4,4,Buena,Villas del Rey,Casa,2001,7743995
232,4,4,0,Lujo,Centro,Departamento,2021,8438037
295,5,3,4,Excelente,Pradera Dorada,Casa,2010,6789011
127,2,2,1,Mala,Zona Dorada,Casa,1996,6740460
246,4,4,2,Buena,Villas del Rey,Departamento,1999,5225328
267,6,3,4,Mala,Cerritos,Casa,1995,8675679
62,2,2,2,Lujo,Marina Mazatlan,Departamento,2007,6371040
309,5,3,2,Regular,Centro,Casa,2014,9111144
177,4,3,2,Mala,Marina Mazatlan,Departamento,2019,12737267
117,3,2,1,Excelente,Centro,Departamento,2017,5033765
357,4,3,2,Buena,Cerritos,Casa,2008,12069807
310,5,5,3,Buena,Villas del Rey,Casa,2013,7586641
198,3,4,1,Mala,Villas del Rey,Casa,1991,4042907
395,5,4,4,Buena,Zona Dorada,Casa,2016,30147053
90,3,3,1,Lujo,Villas del Rey,Casa,2020,3931565
175,4,3,2,Lujo,Marina Mazatlan,Departamento,2010,16419291
322,6,3,3,Mala,Centro,Casa,1992,7015024
432,5,5,3,Excelente,Zona Dorada,Casa,2012,32500683
222,3,4,2,Mala,Cerritos,Casa,2023,10571429
433,5,5,2,Excelente,Zona Dorada,Casa,1992,26247596
100,3,3,0,Regular,Centro,Departamento,2006,3689675
196,4,2,1,Excelente,Zona Dorada,Casa,1996,12679378
427,5,5,2,Mala,Centro,Casa,2004,9941828
72,1,1,1,Excelente,Marina Mazatlan,Casa,1996,4390439
271,6,5,2,Mala,Centro,Casa,2026,9222422
122,3,4,0,Mala,Zona Dorada,Departamento,1993,7105823
85,2,2,0,Excelente,Pradera Dorada,Departamento,2021,2778534
363,4,2,2,Excelente,Marina Mazatlan,Casa,2021,27328607
90,3,2,1,Excelente,Villas del Rey,Departamento,2021,3276478
309,4,4,3,Lujo,Villas del Rey,Casa,1991,6433064
51,2,2,2,Lujo,Marina Mazatlan,Departamento,1998,5273973
228,3,4,2,Excelente,Centro,Departamento,2025,8797266
383,6,3,3,Regular,Marina Mazatlan,Casa,2021,26460692
94,2,1,0,Buena,Pradera Dorada,Casa,2013,2386960
386,5,3,2,Lujo,Cerritos,Casa,1998,15655211
177,3,2,1,Buena,Pradera Dorada,Departamento,1993,3695737
110,2,1,0,Mala,Pradera Dorada,Casa,2026,2547497
110,2,1,0,Excelente,Cerritos,Departamento,2017,5250311
378,4,4,4,Mala,Marina Mazatlan,Casa,1991,16488528
414,4,4,2,Buena,Villas del Rey,Casa,1997,7221339
194,4,2,2,Lujo,Marina Mazatlan,Departamento,1991,15278153
95,2,1,0,Mala,Cerritos,Departamento,2021,3361855
92,3,2,2,Mala,Cerritos,Departamento,1999,2883665
346,4,3,3,Excelente,Zona Dorada,Casa,2024,30949976
301,5,5,2,Mala,Cerritos,Casa,2009,10363203
172,4,3,2,Regular,Cerritos,Departamento,2002,7967514
174,3,2,2,Lujo,Villas del Rey,Casa,2011,4084962
264,6,5,2,Regular,Centro,Casa,2000,7917580
371,4,3,3,Buena,Villas del Rey,Casa,2020,7616011
403,4,2,2,Regular,Centro,Casa,1991,8215954
237,4,3,2,Excelente,Zona Dorada,Departamento,2005,21557397
196,3,3,2,Lujo,Cerritos,Casa,2007,8663441
276,4,2,0,Lujo,Marina Mazatlan,Departamento,2008,27706282
82,2,1,0,Mala,Pradera Dorada,Departamento,1995,1413078
79,1,2,1,Regular,Marina Mazatlan,Departamento,2007,5444492
317,4,4,3,Regular,Marina Mazatlan,Casa,2009,18393539
291,5,4,1,Mala,Zona Dorada,Departamento,2012,18766939
121,2,2,0,Excelente,Zona Dorada,Departamento,2000,9839396
139,3,2,2,Regular,Centro,Departamento,2018,4480375
225,4,2,1,Lujo,Villas del Rey,Casa,1992,4236177
136,3,3,1,Buena,Pradera Dorada,Departamento,2004,4382931
193,4,2,1,Mala,Centro,Departamento,1998,3917787
233,4,2,2,Excelente,Zona Dorada,Departamento,1995,15771291
228,4,4,2,Mala,Villas del Rey,Casa,2015,4937614
233,4,3,0,Regular,Pradera Dorada,Departamento,2018,5638813
197,3,3,1,Excelente,Cerritos,Departamento,1996,6868521
242,3,3,2,Mala,Zona Dorada,Departamento,2009,15403347
70,1,2,0,Mala,Cerritos,Departamento,1990,2365135
120,2,1,1,Regular,Marina Mazatlan,Departamento,2010,8422080
122,2,1,1,Buena,Pradera Dorada,Casa,2009,2549345
93,3,3,2,Mala,Centro,Departamento,2023,4054410
252,4,4,2,Excelente,Zona Dorada,Casa,2007,21861399
398,5,4,4,Buena,Centro,Casa,1999,9843510
290,5,3,1,Buena,Pradera Dorada,Departamento,2014,7149433
438,5,3,3,Buena,Centro,Casa,1997,10055587
90,3,4,0,Lujo,Villas del Rey,Departamento,2004,3096286
217,4,3,2,Excelente,Centro,Departamento,1990,6203015
362,4,3,3,Buena,Cerritos,Casa,2007,12687054
335,4,2,2,Lujo,Centro,Casa,2017,12490217
71,2,1,0,Excelente,Cerritos,Departamento,2020,3634361
176,4,2,2,Excelente,Centro,Casa,1996,4952157
172,4,4,1,Mala,Centro,Casa,2026,5498415
146,2,1,1,Regular,Pradera Dorada,Casa,2007,3250882
448,4,2,4,Buena,Cerritos,Casa,1991,12716244
260,6,5,4,Mala,Zona Dorada,Casa,2021,16395140
131,2,2,1,Buena,Centro,Departamento,1992,3435382
393,6,5,2,Regular,Cerritos,Casa,2001,10528128
139,2,2,2,Regular,Zona Dorada,Departamento,2005,11969269
165,3,2,2,Mala,Pradera Dorada,Departamento,2014,3538958
207,3,2,1,Mala,Marina Mazatlan,Departamento,2007,11821030
282,6,4,2,Regular,Villas del Rey,Departamento,2013,7142425
302,4,2,3,Excelente,Cerritos,Casa,2018,12911754
191,4,2,2,Mala,Centro,Casa,2001,4533186
130,3,4,1,Lujo,Cerritos,Departamento,1990,5551991
276,4,4,2,Buena,Villas del Rey,Departamento,1995,5172448
266,5,3,0,Excelente,Zona Dorada,Departamento,2014,23724387
298,6,4,2,Buena,Villas del Rey,Casa,1993,5727883
332,6,3,3,Excelente,Cerritos,Casa,1994,10811211
352,5,3,3,Lujo,Zona Dorada,Casa,1998,22421863
109,3,3,2,Excelente,Villas del Rey,Departamento,2014,3862058
433,5,3,3,Regular,Villas del Rey,Casa,2024,8527371
297,5,3,2,Mala,Zona Dorada,Departamento,2020,20208541
317,5,5,2,Excelente,Marina Mazatlan,Casa,1991,21209111
219,4,3,1,Buena,Centro,Departamento,1999,6060199
333,4,3,3,Mala,Marina Mazatlan,Casa,2009,19476048
242,3,2,1,Lujo,Cerritos,Casa,2011,10110660
151,3,2,1,Mala,Zona Dorada,Departamento,1991,8287397
60,2,1,0,Lujo,Zona Dorada,Casa,2008,4747298
150,3,2,0,Excelente,Zona Dorada,Departamento,2016,14874256
133,2,1,2,Mala,Pradera Dorada,Departamento,2007,2881086
439,5,5,3,Lujo,Marina Mazatlan,Casa,2009,38542310
289,4,2,3,Mala,Cerritos,Casa,2017,9059901
302,5,5,4,Excelente,Villas del Rey,Casa,2024,8227704
236,3,4,2,Lujo,Pradera Dorada,Departamento,2020,8037794
87,2,1,0,Regular,Centro,Departamento,2023,2891754
170,3,3,1,Excelente,Villas del Rey,Casa,2008,4877103
152,3,2,2,Mala,Pradera Dorada,Departamento,1995,2828813
265,4,4,2,Mala,Zona Dorada,Casa,2022,15437207
170,4,3,2,Excelente,Zona Dorada,Departamento,1991,13561879
165,3,4,1,Regular,Zona Dorada,Departamento,1996,10985664
114,3,2,1,Excelente,Cerritos,Departamento,2018,6222381
291,4,4,0,Regular,Villas del Rey,Departamento,2009,6121492
236,3,3,2,Lujo,Cerritos,Departamento,2010,12746521
265,6,3,0,Lujo,Villas del Rey,Departamento,1997,6661665
176,3,4,2,Mala,Centro,Departamento,1997,3843273
247,3,2,1,Regular,Zona Dorada,Departamento,2016,19324902
205,4,4,0,Buena,Cerritos,Departamento,2003,10104760
433,6,5,4,Buena,Cerritos,Casa,1993,15869471
193,4,4,2,Regular,Cerritos,Casa,2012,7528545
246,4,2,0,Buena,Zona Dorada,Departamento,1994,16792144
194,4,2,2,Lujo,Villas del Rey,Departamento,2014,5976820
331,6,5,3,Mala,Villas del Rey,Casa,1995,5117501
419,5,4,2,Regular,Cerritos,Casa,2019,14969316
278,5,4,3,Mala,Centro,Casa,1993,6699101
312,4,3,2,Buena,Centro,Casa,1993,7551613
179,3,3,0,Buena,Pradera Dorada,Departamento,1995,3166273
290,6,4,2,Excelente,Cerritos,Departamento,2017,15044887
293,6,3,1,Excelente,Cerritos,Departamento,1999,11282181
298,5,5,0,Mala,Marina Mazatlan,Departamento,2014,19261488
240,4,2,2,Mala,Marina Mazatlan,Casa,1998,10821516
169,3,3,2,Buena,Cerritos,Departamento,2020,8204355
145,3,3,2,Regular,Centro,Casa,2015,4535397
387,4,4,2,Regular,Cerritos,Casa,2015,13305027
182,4,2,2,Buena,Cerritos,Casa,2014,8498769
136,3,2,2,Mala,Cerritos,Departamento,1992,4467858
105,2,1,2,Buena,Cerritos,Departamento,1995,3598522
223,4,3,0,Mala,Marina Mazatlan,Departamento,2013,13354005
157,4,3,1,Mala,Marina Mazatlan,Departamento,2015,10496068
292,5,3,0,Regular,Marina Mazatlan,Departamento,2021,20293549
128,2,2,2,Mala,Zona Dorada,Departamento,1990,6756248
179,3,4,0,Excelente,Villas del Rey,Departamento,2009,4924365
104,3,2,0,Lujo,Pradera Dorada,Departamento,2008,3267133
103,3,2,1,Regular,Centro,Casa,2004,3219873
288,6,4,2,Regular,Zona Dorada,Departamento,2003,21912665
381,6,3,2,Lujo,Marina Mazatlan,Casa,2015,27689566
196,4,2,2,Mala,Zona Dorada,Casa,2008,12271550
272,4,4,4,Buena,Zona Dorada,Casa,2005,20832864
380,4,3,2,Lujo,Pradera Dorada,Casa,2023,12143956
341,5,4,4,Mala,Villas del Rey,Casa,2026,8518425
133,2,2,1,Excelente,Zona Dorada,Casa,2003,10670517
299,6,3,2,Regular,Centro,Casa,2017,10058132
416,6,5,4,Mala,Zona Dorada,Casa,2005,24067212
449,4,4,2,Excelente,Zona Dorada,Casa,2000,27373390
124,2,1,1,Lujo,Centro,Casa,2004,4657149
294,6,5,0,Excelente,Centro,Departamento,2017,9517982
133,3,3,2,Mala,Marina Mazatlan,Casa,1999,5904851
73,1,1,2,Excelente,Centro,Departamento,2002,2303655
86,3,3,2,Lujo,Centro,Departamento,2009,4227288
279,4,3,0,Lujo,Villas del Rey,Departamento,2015,7069880
171,3,2,0,Regular,Zona Dorada,Departamento,2016,14738000
329,6,4,2,Mala,Marina Mazatlan,Casa,2011,17342350
168,3,2,1,Regular,Villas del Rey,Casa,1990,2986911
272,5,4,4,Lujo,Marina Mazatlan,Casa,2022,22150481
331,5,5,3,Regular,Pradera Dorada,Casa,1991,6731505
62,2,2,2,Regular,Villas del Rey,Departamento,1992,1852978
248,4,2,0,Mala,Zona Dorada,Departamento,2019,18246208
219,3,2,1,Lujo,Marina Mazatlan,Departamento,2021,22862433
329,4,2,4,Excelente,Villas del Rey,Casa,2013,8346281
376,4,2,4,Excelente,Zona Dorada,Casa,2024,33468428
58,2,2,0,Lujo,Villas del Rey,Departamento,2003,2075784
255,4,4,4,Regular,Villas del Rey,Casa,2023,7245248
81,2,1,0,Regular,Cerritos,Casa,2018,3110939
169,3,2,1,Buena,Zona Dorada,Casa,2004,13035463
245,4,3,2,Lujo,Pradera Dorada,Casa,2009,7458880
155,4,4,0,Regular,Pradera Dorada,Departamento,2004,4467311
331,4,3,4,Excelente,Cerritos,Casa,1991,10627235
78,1,1,0,Buena,Cerritos,Departamento,2010,3469668
225,3,2,2,Buena,Centro,Casa,2006,6171200
132,3,2,1,Excelente,Pradera Dorada,Departamento,2009,3884338
254,4,2,2,Lujo,Centro,Departamento,2013,9000739
91,3,3,0,Lujo,Pradera Dorada,Departamento,2024,4214870
153,4,4,1,Buena,Marina Mazatlan,Departamento,2020,14508884
431,4,3,3,Mala,Cerritos,Casa,1999,10521969
267,6,3,2,Buena,Zona Dorada,Casa,1991,14803728
87,3,2,0,Excelente,Pradera Dorada,Casa,2002,2871053
386,5,5,3,Mala,Zona Dorada,Casa,1993,16486411
235,3,4,2,Lujo,Marina Mazatlan,Departamento,2000,19221584
274,4,2,0,Regular,Villas del Rey,Departamento,2017,5948056
258,6,4,0,Buena,Cerritos,Departamento,2016,10829590
372,6,3,4,Regular,Cerritos,Casa,2007,13050797
94,2,2,2,Buena,Pradera Dorada,Departamento,2021,2721897
90,2,1,2,Buena,Pradera Dorada,Departamento,2017,2753085
129,3,2,0,Mala,Centro,Departamento,2023,3856053
46,1,1,2,Buena,Marina Mazatlan,Departamento,1998,3175463
185,4,4,1,Buena,Pradera Dorada,Casa,2017,5496386
63,1,2,1,Buena,Zona Dorada,Casa,2010,4658405
244,4,3,1,Buena,Villas del Rey,Casa,1999,3892850
134,2,2,0,Excelente,Villas del Rey,Departamento,2014,3202691
151,3,3,2,Lujo,Cerritos,Casa,2014,7066958
239,4,3,0,Regular,Marina Mazatlan,Departamento,1995,13806646
164,4,4,0,Regular,Villas del Rey,Departamento,2005,4207599
67,1,2,2,Excelente,Zona Dorada,Departamento,2011,7060443
122,3,2,0,Lujo,Pradera Dorada,Departamento,2000,3274854
116,3,2,0,Lujo,Centro,Departamento,1998,3889120
189,4,4,0,Mala,Cerritos,Departamento,2016,7542968
224,3,4,2,Mala,Villas del Rey,Casa,2025,5298464
336,4,2,3,Regular,Marina Mazatlan,Casa,2001,16390205
136,2,1,0,Mala,Cerritos,Departamento,1995,3527050
204,3,2,1,Mala,Marina Mazatlan,Casa,2024,12394050
448,4,4,4,Excelente,Centro,Casa,2015,13948039
239,4,3,0,Lujo,Centro,Departamento,2012,8157423
250,4,4,2,Mala,Zona Dorada,Casa,2010,14922980
271,6,3,1,Excelente,Villas del Rey,Departamento,2009,6838417
388,6,5,4,Buena,Villas del Rey,Casa,2015,9065953
225,3,2,2,Mala,Zona Dorada,Departamento,2000,12997655
108,2,2,0,Lujo,Cerritos,Departamento,2011,5837949
277,4,4,4,Mala,Pradera Dorada,Casa,1991,4979856
155,3,2,1,Buena,Pradera Dorada,Departamento,2006,3750351
161,3,4,0,Buena,Marina Mazatlan,Departamento,2010,12575495
235,4,4,2,Mala,Marina Mazatlan,Departamento,2017,16868883
257,4,3,4,Mala,Zona Dorada,Casa,2002,14935303
214,3,2,2,Buena,Zona Dorada,Departamento,2001,14769592
152,4,4,1,Buena,Centro,Departamento,2007,5503385
410,4,3,3,Mala,Zona Dorada,Casa,2026,29255706
184,4,4,2,Regular,Zona Dorada,Casa,1993,9865773
173,3,4,0,Excelente,Marina Mazatlan,Departamento,2011,16571911
137,2,1,0,Regular,Villas del Rey,Departamento,2018,2795233
256,6,5,2,Excelente,Pradera Dorada,Casa,2008,8142533
100,2,1,1,Regular,Marina Mazatlan,Departamento,2008,7941048
291,6,4,4,Buena,Centro,Casa,1996,7575862
103,2,1,1,Buena,Villas del Rey,Departamento,2000,1861678
299,4,3,4,Mala,Marina Mazatlan,Casa,2010,17204270
80,2,2,1,Buena,Marina Mazatlan,Casa,1998,4934357
110,3,2,1,Lujo,Centro,Departamento,2021,4617986
376,5,3,2,Mala,Centro,Casa,2014,9345673
141,2,1,1,Buena,Centro,Departamento,2016,4086374
130,2,2,0,Mala,Cerritos,Departamento,1996,3778494
137,3,4,2,Buena,Marina Mazatlan,Casa,2023,13124962
62,1,2,1,Excelente,Marina Mazatlan,Casa,2023,6629772
113,3,4,1,Mala,Zona Dorada,Departamento,2013,9862972
83,2,1,1,Excelente,Centro,Departamento,1999,2534117
331,6,5,3,Excelente,Pradera Dorada,Casa,2001,7592640
79,2,1,1,Regular,Centro,Departamento,2006,2505227
429,5,5,4,Lujo,Zona Dorada,Casa,2017,40152227
210,3,3,0,Buena,Centro,Departamento,2013,7120649
182,3,4,0,Buena,Centro,Departamento,2021,5737495
78,1,1,1,Excelente,Pradera Dorada,Departamento,2017,2397882
136,3,3,1,Regular,Villas del Rey,Casa,1990,2523820
191,3,2,2,Excelente,Centro,Casa,2025,7857309
205,4,4,2,Mala,Marina Mazatlan,Casa,2012,11896760
300,5,5,3,Buena,Pradera Dorada,Casa,1992,6118917
255,4,2,2,Lujo,Zona Dorada,Departamento,2018,29619600
385,5,4,2,Lujo,Cerritos,Casa,2006,19213274
249,3,4,1,Buena,Pradera Dorada,Departamento,2020,6955078
107,2,2,2,Lujo,Zona Dorada,Departamento,2026,14577658
266,6,4,2,Excelente,Villas del Rey,Departamento,2002,6499246
105,3,4,0,Buena,Centro,Casa,1998,3073785
90,2,2,1,Buena,Villas del Rey,Departamento,1998,2367541
309,6,3,4,Mala,Zona Dorada,Casa,2002,18233724
333,6,5,3,Excelente,Cerritos,Casa,2018,15937943
148,3,4,1,Excelente,Villas del Rey,Departamento,1990,3694205
80,1,1,2,Regular,Zona Dorada,Departamento,2015,6034499
128,2,1,1,Lujo,Centro,Departamento,1996,3739485
440,6,4,2,Mala,Cerritos,Casa,2025,14976818
226,4,3,1,Regular,Marina Mazatlan,Casa,2009,13836307
187,3,2,0,Mala,Centro,Departamento,1992,3475435
165,3,4,2,Lujo,Centro,Casa,2000,5314360
320,6,5,3,Mala,Pradera Dorada,Casa,1999,6157298
218,4,3,0,Mala,Villas del Rey,Departamento,2010,4709497
102,2,2,1,Mala,Villas del Rey,Departamento,2000,1778896
116,3,3,0,Excelente,Centro,Casa,2003,3930616
83,3,2,1,Buena,Villas del Rey,Casa,2020,2794898
91,3,4,0,Excelente,Cerritos,Departamento,2001,4200623
253,5,3,0,Lujo,Marina Mazatlan,Departamento,2012,24151659
288,6,4,2,Buena,Marina Mazatlan,Casa,2011,20831256
49,1,1,0,Regular,Zona Dorada,Departamento,1998,3461947
254,5,4,2,Mala,Villas del Rey,Casa,2003,5382034
104,2,1,1,Lujo,Cerritos,Departamento,2003,5622413
242,4,4,2,Lujo,Pradera Dorada,Departamento,2015,7002469
158,4,3,1,Mala,Zona Dorada,Casa,1996,7855410
243,4,3,2,Excelente,Cerritos,Departamento,2012,10536474
50,1,1,0,Lujo,Villas del Rey,Departamento,2011,1726591
136,2,2,1,Regular,Pradera Dorada,Casa,2009,2893621
378,4,2,3,Excelente,Centro,Casa,2020,12284558
96,2,1,0,Regular,Centro,Departamento,1995,2468894
255,5,3,0,Buena,Cerritos,Departamento,1999,8987351
61,2,1,0,Lujo,Marina Mazatlan,Casa,2018,5557796
114,2,2,1,Excelente,Villas del Rey,Casa,2010,3400748
307,6,3,2,Lujo,Villas del Rey,Casa,2001,6468473
166,3,2,1,Excelente,Centro,Casa,2022,6681233
371,4,3,3,Buena,Pradera Dorada,Casa,1990,6339939
179,3,2,1,Mala,Marina Mazatlan,Departamento,2008,12284736
299,6,3,0,Excelente,Pradera Dorada,Departamento,2002,8651463
131,3,4,1,Regular,Cerritos,Departamento,2000,4766993
352,5,4,2,Lujo,Zona Dorada,Casa,2021,35230196
54,2,1,2,Lujo,Pradera Dorada,Departamento,2001,1688452
203,4,2,2,Regular,Villas del Rey,Departamento,2016,5167818
168,4,4,0,Lujo,Pradera Dorada,Departamento,1994,4172488
138,3,2,1,Buena,Villas del Rey,Casa,2025,3857635
119,2,1,0,Lujo,Marina Mazatlan,Departamento,2000,8895450
257,6,5,0,Mala,Villas del Rey,Departamento,2017,6349447
180,3,2,1,Excelente,Marina Mazatlan,Casa,1993,10124097
437,5,3,4,Mala,Zona Dorada,Casa,1997,20298789
247,3,2,2,Buena,Cerritos,Casa,2003,8646985
193,3,3,2,Regular,Zona Dorada,Departamento,1990,11702190
109,3,4,0,Lujo,Zona Dorada,Casa,2001,8442283
101,2,2,0,Buena,Villas del Rey,Departamento,2009,2670214
257,4,3,0,Mala,Villas del Rey,Departamento,2018,4623627
288,6,4,0,Lujo,Zona Dorada,Departamento,2016,33317815
150,3,3,1,Buena,Cerritos,Casa,2023,8530064
229,3,4,1,Excelente,Cerritos,Casa,2020,12192118
87,3,4,1,Excelente,Marina Mazatlan,Casa,1994,6015489
146,2,1,2,Mala,Villas del Rey,Departamento,1993,2227012
61,1,1,0,Buena,Zona Dorada,Departamento,1991,3837274
205,3,4,0,Mala,Villas del Rey,Departamento,1999,3548814
149,3,3,1,Excelente,Villas del Rey,Casa,2005,4396812
209,4,2,1,Lujo,Zona Dorada,Casa,2011,17058728
161,4,4,1,Lujo,Pradera Dorada,Casa,2017,5351426
208,3,3,2,Buena,Zona Dorada,Departamento,1996,13000228
130,3,4,2,Excelente,Pradera Dorada,Casa,2018,4739676
254,5,3,4,Mala,Marina Mazatlan,Casa,2013,15195560
415,4,4,4,Buena,Cerritos,Casa,1993,12606041
126,3,3,0,Excelente,Villas del Rey,Departamento,2000,3348272
79,1,1,0,Lujo,Pradera Dorada,Departamento,2024,2231782
399,5,4,2,Excelente,Pradera Dorada,Casa,2004,9488334
280,6,4,4,Mala,Villas del Rey,Casa,1992,5224272
425,4,2,2,Buena,Cerritos,Casa,1990,11360077
280,5,3,0,Buena,Marina Mazatlan,Departamento,2016,23532512
167,3,2,1,Mala,Cerritos,Casa,2010,5286954
121,2,2,2,Lujo,Villas del Rey,Departamento,1995,3101301
137,2,1,1,Regular,Cerritos,Departamento,1997,4645145
60,2,2,0,Mala,Centro,Casa,1992,1648868
358,4,3,3,Mala,Villas del Rey,Casa,2012,5696784
96,2,1,0,Lujo,Centro,Departamento,2023,4382436
175,4,4,0,Mala,Cerritos,Departamento,1992,5157348
255,6,3,0,Buena,Cerritos,Departamento,2001,9390200
372,6,3,3,Lujo,Marina Mazatlan,Casa,2019,31402477
410,5,4,2,Regular,Pradera Dorada,Casa,2005,8254894
188,3,3,1,Excelente,Pradera Dorada,Casa,2019,4703983
285,5,5,2,Regular,Cerritos,Departamento,2009,11632247
414,5,3,4,Excelente,Centro,Casa,2012,13400904
176,3,3,0,Regular,Centro,Departamento,2002,4920243
284,6,5,1,Regular,Cerritos,Departamento,2008,10968436
288,4,4,2,Mala,Pradera Dorada,Casa,1991,5397312
217,4,2,1,Lujo,Marina Mazatlan,Casa,2009,17728786
263,4,2,2,Regular,Villas del Rey,Departamento,2010,5194469
259,6,4,3,Regular,Villas del Rey,Casa,2012,6292223
274,6,5,2,Buena,Marina Mazatlan,Departamento,2021,22091539
67,2,1,1,Excelente,Zona Dorada,Departamento,2025,7550324
438,5,3,2,Lujo,Zona Dorada,Casa,2007,36645773
177,4,3,2,Excelente,Zona Dorada,Departamento,2026,19575276
171,4,2,1,Mala,Pradera Dorada,Departamento,1990,3626767
306,5,3,4,Mala,Villas del Rey,Casa,2005,5907089
214,4,2,2,Buena,Zona Dorada,Casa,2018,16499882
189,4,2,2,Excelente,Centro,Departamento,1993,5828220
262,6,3,2,Mala,Pradera Dorada,Departamento,1999,5420627
134,2,2,2,Regular,Cerritos,Casa,1997,3816668
272,6,4,0,Mala,Marina Mazatlan,Departamento,2023,20326579
261,6,4,2,Lujo,Villas del Rey,Casa,2023,8286341
214,3,4,2,Regular,Pradera Dorada,Casa,1999,4647177
377,5,5,4,Regular,Marina Mazatlan,Casa,2005,21495379
142,3,2,2,Regular,Centro,Casa,2013,3934056
340,4,2,4,Lujo,Villas del Rey,Casa,2026,9283390
214,3,2,1,Lujo,Zona Dorada,Casa,1991,15962160
211,3,3,0,Mala,Zona Dorada,Departamento,1992,10814449
273,5,5,2,Mala,Pradera Dorada,Departamento,1994,5630527
137,3,2,0,Lujo,Cerritos,Departamento,1992,6079956
352,5,4,4,Excelente,Pradera Dorada,Casa,2008,9365008
295,4,3,1,Buena,Villas del Rey,Departamento,1996,4574613
73,1,2,1,Lujo,Marina Mazatlan,Casa,1992,5387448
190,4,4,2,Excelente,Marina Mazatlan,Departamento,2015,17374064
391,4,4,3,Excelente,Cerritos,Casa,2005,14933588
224,4,2,1,Buena,Zona Dorada,Departamento,2002,17422256
99,2,1,1,Buena,Zona Dorada,Departamento,2003,7954717
281,4,4,1,Regular,Centro,Departamento,2007,8079906
218,3,4,1,Lujo,Marina Mazatlan,Departamento,1997,16997496
296,6,3,0,Mala,Marina Mazatlan,Departamento,2020,18597218
237,4,4,1,Lujo,Villas del Rey,Departamento,1993,5388824
410,4,2,3,Lujo,Centro,Casa,2024,16050457
393,5,4,3,Regular,Centro,Casa,1997,8890210
124,2,1,1,Buena,Villas del Rey,Departamento,2011,2433956
180,4,3,2,Regular,Marina Mazatlan,Departamento,1992,12403999
218,4,3,2,Buena,Pradera Dorada,Casa,2006,5221882
77,2,2,1,Mala,Pradera Dorada,Departamento,2005,2455449
415,6,3,4,Buena,Villas del Rey,Casa,2017,8789062
410,4,3,4,Regular,Marina Mazatlan,Casa,2019,27270879
95,3,4,2,Mala,Marina Mazatlan,Departamento,1996,5513351
143,3,4,2,Excelente,Marina Mazatlan,Casa,2020,12048693
167,4,2,2,Mala,Zona Dorada,Departamento,2022,13311675
371,4,2,2,Excelente,Zona Dorada,Casa,2004,28134990
284,6,5,2,Mala,Marina Mazatlan,Casa,2026,18567339
183,4,2,1,Mala,Cerritos,Casa,2021,6015195
121,2,2,1,Regular,Zona Dorada,Casa,1993,6999049
141,2,2,1,Lujo,Cerritos,Casa,1993,6112302
284,6,3,2,Buena,Zona Dorada,Casa,2004,19743439
252,4,4,3,Buena,Pradera Dorada,Casa,1998,4720609
171,3,3,1,Lujo,Cerritos,Casa,2003,9118908
418,4,3,4,Lujo,Pradera Dorada,Casa,1991,9217210
285,5,5,1,Lujo,Marina Mazatlan,Departamento,1991,22427434
114,3,2,0,Buena,Zona Dorada,Casa,2000,6951083
49,1,2,2,Lujo,Cerritos,Departamento,2018,3010805
315,4,4,4,Lujo,Marina Mazatlan,Casa,1992,23562173
198,3,3,1,Regular,Pradera Dorada,Departamento,2020,4477013
298,5,5,3,Excelente,Pradera Dorada,Casa,2015,10258729
282,4,3,2,Excelente,Zona Dorada,Casa,2023,24545832
403,5,3,2,Mala,Cerritos,Casa,2007,12551947
166,4,3,2,Regular,Pradera Dorada,Casa,2010,4459804
194,4,3,1,Excelente,Pradera Dorada,Casa,2017,5616644
372,6,4,2,Mala,Zona Dorada,Casa,2026,25234108
244,4,4,0,Regular,Marina Mazatlan,Departamento,2013,16801948
243,3,4,0,Regular,Cerritos,Departamento,2010,9408628
426,6,4,2,Regular,Cerritos,Casa,2016,16760472
191,3,2,0,Lujo,Zona Dorada,Departamento,2008,19745442
272,4,2,1,Excelente,Villas del Rey,Departamento,2026,6929750
222,3,3,2,Buena,Cerritos,Casa,2008,9876302
140,2,1,1,Regular,Villas del Rey,Casa,2023,3013047
285,4,3,2,Excelente,Marina Mazatlan,Casa,2006,19293500
84,3,3,0,Buena,Villas del Rey,Departamento,2004,2463289
406,6,5,3,Lujo,Cerritos,Casa,2018,21762290
167,3,4,2,Buena,Marina Mazatlan,Departamento,1993,10016928
152,4,4,2,Excelente,Pradera Dorada,Casa,2009,5986122
65,1,2,1,Excelente,Centro,Departamento,2025,2922748
